Kassenart;Quelle;Erstellungsdatum;Typ;Risikogruppe;Einheit;Wert
GKV;INKAR;;Bezirk;Bezirk150;Versicherte;2171428
GKV;INKAR;;Bezirk;Bezirk160;Versicherte;2051528
GKV;INKAR;;Kreis;Kreis01001;Einwohner;73090
GKV;INKAR;;Kreis;Kreis01002;Einwohner;210236
GKV;INKAR;;Kreis;Kreis01003;Einwohner;185363
GKV;INKAR;;Kreis;Kreis01004;Einwohner;67073
GKV;INKAR;;Kreis;Kreis01051;Einwohner;115474
GKV;INKAR;;Kreis;Kreis01053;Einwohner;164547
GKV;INKAR;;Kreis;Kreis01054;Einwohner;140941
GKV;INKAR;;Kreis;Kreis01055;Einwohner;172200
GKV;INKAR;;Kreis;Kreis01056;Einwohner;262191
GKV;INKAR;;Kreis;Kreis01057;Einwohner;110233
GKV;INKAR;;Kreis;Kreis01058;Einwohner;233338
GKV;INKAR;;Kreis;Kreis01059;Einwohner;169850
GKV;INKAR;;Kreis;Kreis01060;Einwohner;229097
GKV;INKAR;;Kreis;Kreis01061;Einwohner;113170
GKV;INKAR;;Kreis;Kreis01062;Einwohner;204265
GKV;INKAR;;Kreis;Kreis02000;Einwohner;1519049
GKV;INKAR;;Kreis;Kreis03101;Einwohner;220077
GKV;INKAR;;Kreis;Kreis03102;Einwohner;87413
GKV;INKAR;;Kreis;Kreis03103;Einwohner;109009
GKV;INKAR;;Kreis;Kreis03151;Einwohner;152644
GKV;INKAR;;Kreis;Kreis03152;Einwohner;220987
GKV;INKAR;;Kreis;Kreis03153;Einwohner;122696
GKV;INKAR;;Kreis;Kreis03154;Einwohner;80493
GKV;INKAR;;Kreis;Kreis03155;Einwohner;119873
GKV;INKAR;;Kreis;Kreis03156;Einwohner;66200
GKV;INKAR;;Kreis;Kreis03157;Einwohner;115854
GKV;INKAR;;Kreis;Kreis03158;Einwohner;106733
GKV;INKAR;;Kreis;Kreis03241;Einwohner;996581
GKV;INKAR;;Kreis;Kreis03251;Einwohner;186898
GKV;INKAR;;Kreis;Kreis03252;Einwohner;131529
GKV;INKAR;;Kreis;Kreis03254;Einwohner;244372
GKV;INKAR;;Kreis;Kreis03255;Einwohner;63984
GKV;INKAR;;Kreis;Kreis03256;Einwohner;106686
GKV;INKAR;;Kreis;Kreis03257;Einwohner;138511
GKV;INKAR;;Kreis;Kreis03351;Einwohner;156273
GKV;INKAR;;Kreis;Kreis03352;Einwohner;175016
GKV;INKAR;;Kreis;Kreis03353;Einwohner;216199
GKV;INKAR;;Kreis;Kreis03354;Einwohner;43325
GKV;INKAR;;Kreis;Kreis03355;Einwohner;157319
GKV;INKAR;;Kreis;Kreis03356;Einwohner;98705
GKV;INKAR;;Kreis;Kreis03357;Einwohner;143593
GKV;INKAR;;Kreis;Kreis03358;Einwohner;121288
GKV;INKAR;;Kreis;Kreis03359;Einwohner;174935
GKV;INKAR;;Kreis;Kreis03360;Einwohner;82214
GKV;INKAR;;Kreis;Kreis03361;Einwohner;117913
GKV;INKAR;;Kreis;Kreis03401;Einwohner;65920
GKV;INKAR;;Kreis;Kreis03402;Einwohner;44322
GKV;INKAR;;Kreis;Kreis03403;Einwohner;142082
GKV;INKAR;;Kreis;Kreis03404;Einwohner;139149
GKV;INKAR;;Kreis;Kreis03405;Einwohner;67412
GKV;INKAR;;Kreis;Kreis03451;Einwohner;105811
GKV;INKAR;;Kreis;Kreis03452;Einwohner;166516
GKV;INKAR;;Kreis;Kreis03453;Einwohner;142586
GKV;INKAR;;Kreis;Kreis03454;Einwohner;279240
GKV;INKAR;;Kreis;Kreis03455;Einwohner;86430
GKV;INKAR;;Kreis;Kreis03456;Einwohner;118998
GKV;INKAR;;Kreis;Kreis03457;Einwohner;146695
GKV;INKAR;;Kreis;Kreis03458;Einwohner;111965
GKV;INKAR;;Kreis;Kreis03459;Einwohner;311832
GKV;INKAR;;Kreis;Kreis03460;Einwohner;119452
GKV;INKAR;;Kreis;Kreis03461;Einwohner;79076
GKV;INKAR;;Kreis;Kreis03462;Einwohner;50206
GKV;INKAR;;Kreis;Kreis04011;Einwohner;489484
GKV;INKAR;;Kreis;Kreis04012;Einwohner;97125
GKV;INKAR;;Kreis;Kreis05111;Einwohner;535537
GKV;INKAR;;Kreis;Kreis05112;Einwohner;435502
GKV;INKAR;;Kreis;Kreis05113;Einwohner;509773
GKV;INKAR;;Kreis;Kreis05114;Einwohner;198636
GKV;INKAR;;Kreis;Kreis05116;Einwohner;228488
GKV;INKAR;;Kreis;Kreis05117;Einwohner;149063
GKV;INKAR;;Kreis;Kreis05119;Einwohner;187042
GKV;INKAR;;Kreis;Kreis05120;Einwohner;97463
GKV;INKAR;;Kreis;Kreis05122;Einwohner;139338
GKV;INKAR;;Kreis;Kreis05124;Einwohner;307257
GKV;INKAR;;Kreis;Kreis05154;Einwohner;270770
GKV;INKAR;;Kreis;Kreis05158;Einwohner;426358
GKV;INKAR;;Kreis;Kreis05162;Einwohner;394128
GKV;INKAR;;Kreis;Kreis05166;Einwohner;263813
GKV;INKAR;;Kreis;Kreis05170;Einwohner;408826
GKV;INKAR;;Kreis;Kreis05314;Einwohner;278453
GKV;INKAR;;Kreis;Kreis05315;Einwohner;925092
GKV;INKAR;;Kreis;Kreis05316;Einwohner;143856
GKV;INKAR;;Kreis;Kreis05334;Einwohner;487574
GKV;INKAR;;Kreis;Kreis05358;Einwohner;231131
GKV;INKAR;;Kreis;Kreis05362;Einwohner;408440
GKV;INKAR;;Kreis;Kreis05366;Einwohner;167666
GKV;INKAR;;Kreis;Kreis05370;Einwohner;222050
GKV;INKAR;;Kreis;Kreis05374;Einwohner;241780
GKV;INKAR;;Kreis;Kreis05378;Einwohner;249071
GKV;INKAR;;Kreis;Kreis05382;Einwohner;520862
GKV;INKAR;;Kreis;Kreis05512;Einwohner;103814
GKV;INKAR;;Kreis;Kreis05513;Einwohner;230652
GKV;INKAR;;Kreis;Kreis05515;Einwohner;268095
GKV;INKAR;;Kreis;Kreis05554;Einwohner;325848
GKV;INKAR;;Kreis;Kreis05558;Einwohner;192574
GKV;INKAR;;Kreis;Kreis05562;Einwohner;549127
GKV;INKAR;;Kreis;Kreis05566;Einwohner;388653
GKV;INKAR;;Kreis;Kreis05570;Einwohner;243867
GKV;INKAR;;Kreis;Kreis05711;Einwohner;294176
GKV;INKAR;;Kreis;Kreis05754;Einwohner;315170
GKV;INKAR;;Kreis;Kreis05758;Einwohner;222725
GKV;INKAR;;Kreis;Kreis05762;Einwohner;127727
GKV;INKAR;;Kreis;Kreis05766;Einwohner;308944
GKV;INKAR;;Kreis;Kreis05770;Einwohner;276726
GKV;INKAR;;Kreis;Kreis05774;Einwohner;265394
GKV;INKAR;;Kreis;Kreis05911;Einwohner;323579
GKV;INKAR;;Kreis;Kreis05913;Einwohner;515194
GKV;INKAR;;Kreis;Kreis05914;Einwohner;166377
GKV;INKAR;;Kreis;Kreis05915;Einwohner;157479
GKV;INKAR;;Kreis;Kreis05916;Einwohner;138129
GKV;INKAR;;Kreis;Kreis05954;Einwohner;288690
GKV;INKAR;;Kreis;Kreis05958;Einwohner;234364
GKV;INKAR;;Kreis;Kreis05962;Einwohner;372336
GKV;INKAR;;Kreis;Kreis05966;Einwohner;120713
GKV;INKAR;;Kreis;Kreis05970;Einwohner;245907
GKV;INKAR;;Kreis;Kreis05974;Einwohner;263858
GKV;INKAR;;Kreis;Kreis05978;Einwohner;350314
GKV;INKAR;;Kreis;Kreis06411;Einwohner;130634
GKV;INKAR;;Kreis;Kreis06412;Einwohner;611849
GKV;INKAR;;Kreis;Kreis06413;Einwohner;103991
GKV;INKAR;;Kreis;Kreis06414;Einwohner;238922
GKV;INKAR;;Kreis;Kreis06431;Einwohner;228846
GKV;INKAR;;Kreis;Kreis06432;Einwohner;248986
GKV;INKAR;;Kreis;Kreis06433;Einwohner;224466
GKV;INKAR;;Kreis;Kreis06434;Einwohner;199922
GKV;INKAR;;Kreis;Kreis06435;Einwohner;353313
GKV;INKAR;;Kreis;Kreis06436;Einwohner;198923
GKV;INKAR;;Kreis;Kreis06437;Einwohner;83925
GKV;INKAR;;Kreis;Kreis06438;Einwohner;295129
GKV;INKAR;;Kreis;Kreis06439;Einwohner;158068
GKV;INKAR;;Kreis;Kreis06440;Einwohner;257710
GKV;INKAR;;Kreis;Kreis06531;Einwohner;221429
GKV;INKAR;;Kreis;Kreis06532;Einwohner;219255
GKV;INKAR;;Kreis;Kreis06533;Einwohner;148274
GKV;INKAR;;Kreis;Kreis06534;Einwohner;210818
GKV;INKAR;;Kreis;Kreis06535;Einwohner;92807
GKV;INKAR;;Kreis;Kreis06611;Einwohner;169319
GKV;INKAR;;Kreis;Kreis06631;Einwohner;188710
GKV;INKAR;;Kreis;Kreis06632;Einwohner;104382
GKV;INKAR;;Kreis;Kreis06633;Einwohner;203573
GKV;INKAR;;Kreis;Kreis06634;Einwohner;156532
GKV;INKAR;;Kreis;Kreis06635;Einwohner;136622
GKV;INKAR;;Kreis;Kreis06636;Einwohner;87549
GKV;INKAR;;Kreis;Kreis07111;Einwohner;94445
GKV;INKAR;;Kreis;Kreis07131;Einwohner;107640
GKV;INKAR;;Kreis;Kreis07132;Einwohner;109579
GKV;INKAR;;Kreis;Kreis07133;Einwohner;132561
GKV;INKAR;;Kreis;Kreis07134;Einwohner;68862
GKV;INKAR;;Kreis;Kreis07135;Einwohner;53949
GKV;INKAR;;Kreis;Kreis07137;Einwohner;179072
GKV;INKAR;;Kreis;Kreis07138;Einwohner;153182
GKV;INKAR;;Kreis;Kreis07140;Einwohner;86017
GKV;INKAR;;Kreis;Kreis07141;Einwohner;103605
GKV;INKAR;;Kreis;Kreis07143;Einwohner;169613
GKV;INKAR;;Kreis;Kreis07211;Einwohner;91534
GKV;INKAR;;Kreis;Kreis07231;Einwohner;94445
GKV;INKAR;;Kreis;Kreis07232;Einwohner;82080
GKV;INKAR;;Kreis;Kreis07233;Einwohner;51869
GKV;INKAR;;Kreis;Kreis07235;Einwohner;123206
GKV;INKAR;;Kreis;Kreis07311;Einwohner;40402
GKV;INKAR;;Kreis;Kreis07312;Einwohner;82937
GKV;INKAR;;Kreis;Kreis07313;Einwohner;37409
GKV;INKAR;;Kreis;Kreis07314;Einwohner;137871
GKV;INKAR;;Kreis;Kreis07315;Einwohner;174363
GKV;INKAR;;Kreis;Kreis07316;Einwohner;44729
GKV;INKAR;;Kreis;Kreis07317;Einwohner;34230
GKV;INKAR;;Kreis;Kreis07318;Einwohner;42458
GKV;INKAR;;Kreis;Kreis07319;Einwohner;68541
GKV;INKAR;;Kreis;Kreis07320;Einwohner;29094
GKV;INKAR;;Kreis;Kreis07331;Einwohner;106882
GKV;INKAR;;Kreis;Kreis07332;Einwohner;111856
GKV;INKAR;;Kreis;Kreis07333;Einwohner;64184
GKV;INKAR;;Kreis;Kreis07334;Einwohner;107070
GKV;INKAR;;Kreis;Kreis07335;Einwohner;88874
GKV;INKAR;;Kreis;Kreis07336;Einwohner;60689
GKV;INKAR;;Kreis;Kreis07337;Einwohner;93064
GKV;INKAR;;Kreis;Kreis07338;Einwohner;127244
GKV;INKAR;;Kreis;Kreis07339;Einwohner;173569
GKV;INKAR;;Kreis;Kreis07340;Einwohner;82457
GKV;INKAR;;Kreis;Kreis08111;Einwohner;520641
GKV;INKAR;;Kreis;Kreis08115;Einwohner;319117
GKV;INKAR;;Kreis;Kreis08116;Einwohner;441361
GKV;INKAR;;Kreis;Kreis08117;Einwohner;214368
GKV;INKAR;;Kreis;Kreis08118;Einwohner;449420
GKV;INKAR;;Kreis;Kreis08119;Einwohner;354124
GKV;INKAR;;Kreis;Kreis08121;Einwohner;101770
GKV;INKAR;;Kreis;Kreis08125;Einwohner;280900
GKV;INKAR;;Kreis;Kreis08126;Einwohner;92933
GKV;INKAR;;Kreis;Kreis08127;Einwohner;161700
GKV;INKAR;;Kreis;Kreis08128;Einwohner;111880
GKV;INKAR;;Kreis;Kreis08135;Einwohner;110235
GKV;INKAR;;Kreis;Kreis08136;Einwohner;264442
GKV;INKAR;;Kreis;Kreis08211;Einwohner;45673
GKV;INKAR;;Kreis;Kreis08212;Einwohner;257696
GKV;INKAR;;Kreis;Kreis08215;Einwohner;369771
GKV;INKAR;;Kreis;Kreis08216;Einwohner;192397
GKV;INKAR;;Kreis;Kreis08221;Einwohner;131055
GKV;INKAR;;Kreis;Kreis08222;Einwohner;255617
GKV;INKAR;;Kreis;Kreis08225;Einwohner;121984
GKV;INKAR;;Kreis;Kreis08226;Einwohner;457502
GKV;INKAR;;Kreis;Kreis08231;Einwohner;101453
GKV;INKAR;;Kreis;Kreis08235;Einwohner;130493
GKV;INKAR;;Kreis;Kreis08236;Einwohner;166119
GKV;INKAR;;Kreis;Kreis08237;Einwohner;98902
GKV;INKAR;;Kreis;Kreis08311;Einwohner;189790
GKV;INKAR;;Kreis;Kreis08315;Einwohner;215509
GKV;INKAR;;Kreis;Kreis08316;Einwohner;136280
GKV;INKAR;;Kreis;Kreis08317;Einwohner;355549
GKV;INKAR;;Kreis;Kreis08325;Einwohner;116586
GKV;INKAR;;Kreis;Kreis08326;Einwohner;176698
GKV;INKAR;;Kreis;Kreis08327;Einwohner;114759
GKV;INKAR;;Kreis;Kreis08335;Einwohner;235558
GKV;INKAR;;Kreis;Kreis08336;Einwohner;191218
GKV;INKAR;;Kreis;Kreis08337;Einwohner;141525
GKV;INKAR;;Kreis;Kreis08415;Einwohner;237808
GKV;INKAR;;Kreis;Kreis08416;Einwohner;186559
GKV;INKAR;;Kreis;Kreis08417;Einwohner;159058
GKV;INKAR;;Kreis;Kreis08421;Einwohner;102714
GKV;INKAR;;Kreis;Kreis08425;Einwohner;161881
GKV;INKAR;;Kreis;Kreis08426;Einwohner;162574
GKV;INKAR;;Kreis;Kreis08435;Einwohner;178731
GKV;INKAR;;Kreis;Kreis08436;Einwohner;235672
GKV;INKAR;;Kreis;Kreis08437;Einwohner;109506
GKV;INKAR;;Kreis;Kreis09161;Einwohner;109366
GKV;INKAR;;Kreis;Kreis09162;Einwohner;1192301
GKV;INKAR;;Kreis;Kreis09163;Einwohner;51207
GKV;INKAR;;Kreis;Kreis09171;Einwohner;90589
GKV;INKAR;;Kreis;Kreis09172;Einwohner;86677
GKV;INKAR;;Kreis;Kreis09173;Einwohner;103422
GKV;INKAR;;Kreis;Kreis09174;Einwohner;122299
GKV;INKAR;;Kreis;Kreis09175;Einwohner;112644
GKV;INKAR;;Kreis;Kreis09176;Einwohner;106590
GKV;INKAR;;Kreis;Kreis09177;Einwohner;110299
GKV;INKAR;;Kreis;Kreis09178;Einwohner;143135
GKV;INKAR;;Kreis;Kreis09179;Einwohner;176386
GKV;INKAR;;Kreis;Kreis09180;Einwohner;72362
GKV;INKAR;;Kreis;Kreis09181;Einwohner;97331
GKV;INKAR;;Kreis;Kreis09182;Einwohner;81344
GKV;INKAR;;Kreis;Kreis09183;Einwohner;92505
GKV;INKAR;;Kreis;Kreis09184;Einwohner;279462
GKV;INKAR;;Kreis;Kreis09185;Einwohner;78508
GKV;INKAR;;Kreis;Kreis09186;Einwohner;101617
GKV;INKAR;;Kreis;Kreis09187;Einwohner;211565
GKV;INKAR;;Kreis;Kreis09188;Einwohner;110784
GKV;INKAR;;Kreis;Kreis09189;Einwohner;144282
GKV;INKAR;;Kreis;Kreis09190;Einwohner;110425
GKV;INKAR;;Kreis;Kreis09261;Einwohner;56047
GKV;INKAR;;Kreis;Kreis09262;Einwohner;41883
GKV;INKAR;;Kreis;Kreis09263;Einwohner;38536
GKV;INKAR;;Kreis;Kreis09271;Einwohner;97711
GKV;INKAR;;Kreis;Kreis09272;Einwohner;65742
GKV;INKAR;;Kreis;Kreis09273;Einwohner;97590
GKV;INKAR;;Kreis;Kreis09274;Einwohner;127303
GKV;INKAR;;Kreis;Kreis09275;Einwohner;157245
GKV;INKAR;;Kreis;Kreis09276;Einwohner;64582
GKV;INKAR;;Kreis;Kreis09277;Einwohner;99642
GKV;INKAR;;Kreis;Kreis09278;Einwohner;82423
GKV;INKAR;;Kreis;Kreis09279;Einwohner;78394
GKV;INKAR;;Kreis;Kreis09361;Einwohner;35224
GKV;INKAR;;Kreis;Kreis09362;Einwohner;118800
GKV;INKAR;;Kreis;Kreis09363;Einwohner;35338
GKV;INKAR;;Kreis;Kreis09371;Einwohner;87294
GKV;INKAR;;Kreis;Kreis09372;Einwohner;106331
GKV;INKAR;;Kreis;Kreis09373;Einwohner;108256
GKV;INKAR;;Kreis;Kreis09374;Einwohner;80834
GKV;INKAR;;Kreis;Kreis09375;Einwohner;157507
GKV;INKAR;;Kreis;Kreis09376;Einwohner;121158
GKV;INKAR;;Kreis;Kreis09377;Einwohner;62211
GKV;INKAR;;Kreis;Kreis09461;Einwohner;60272
GKV;INKAR;;Kreis;Kreis09462;Einwohner;60615
GKV;INKAR;;Kreis;Kreis09463;Einwohner;34718
GKV;INKAR;;Kreis;Kreis09464;Einwohner;37706
GKV;INKAR;;Kreis;Kreis09471;Einwohner;122314
GKV;INKAR;;Kreis;Kreis09472;Einwohner;88617
GKV;INKAR;;Kreis;Kreis09473;Einwohner;73443
GKV;INKAR;;Kreis;Kreis09474;Einwohner;96059
GKV;INKAR;;Kreis;Kreis09475;Einwohner;82231
GKV;INKAR;;Kreis;Kreis09476;Einwohner;57999
GKV;INKAR;;Kreis;Kreis09477;Einwohner;61738
GKV;INKAR;;Kreis;Kreis09478;Einwohner;56441
GKV;INKAR;;Kreis;Kreis09479;Einwohner;62487
GKV;INKAR;;Kreis;Kreis09561;Einwohner;33740
GKV;INKAR;;Kreis;Kreis09562;Einwohner;89453
GKV;INKAR;;Kreis;Kreis09563;Einwohner;101466
GKV;INKAR;;Kreis;Kreis09564;Einwohner;422500
GKV;INKAR;;Kreis;Kreis09565;Einwohner;33492
GKV;INKAR;;Kreis;Kreis09571;Einwohner;151523
GKV;INKAR;;Kreis;Kreis09572;Einwohner;111801
GKV;INKAR;;Kreis;Kreis09573;Einwohner;96981
GKV;INKAR;;Kreis;Kreis09574;Einwohner;139739
GKV;INKAR;;Kreis;Kreis09575;Einwohner;82558
GKV;INKAR;;Kreis;Kreis09576;Einwohner;104534
GKV;INKAR;;Kreis;Kreis09577;Einwohner;78195
GKV;INKAR;;Kreis;Kreis09661;Einwohner;57457
GKV;INKAR;;Kreis;Kreis09662;Einwohner;43913
GKV;INKAR;;Kreis;Kreis09663;Einwohner;105607
GKV;INKAR;;Kreis;Kreis09671;Einwohner;146337
GKV;INKAR;;Kreis;Kreis09672;Einwohner;87117
GKV;INKAR;;Kreis;Kreis09673;Einwohner;67723
GKV;INKAR;;Kreis;Kreis09674;Einwohner;71216
GKV;INKAR;;Kreis;Kreis09675;Einwohner;74610
GKV;INKAR;;Kreis;Kreis09676;Einwohner;108327
GKV;INKAR;;Kreis;Kreis09677;Einwohner;106960
GKV;INKAR;;Kreis;Kreis09678;Einwohner;95706
GKV;INKAR;;Kreis;Kreis09679;Einwohner;134302
GKV;INKAR;;Kreis;Kreis09761;Einwohner;234204
GKV;INKAR;;Kreis;Kreis09762;Einwohner;35366
GKV;INKAR;;Kreis;Kreis09763;Einwohner;55086
GKV;INKAR;;Kreis;Kreis09764;Einwohner;35377
GKV;INKAR;;Kreis;Kreis09771;Einwohner;108772
GKV;INKAR;;Kreis;Kreis09772;Einwohner;204028
GKV;INKAR;;Kreis;Kreis09773;Einwohner;78871
GKV;INKAR;;Kreis;Kreis09774;Einwohner;102218
GKV;INKAR;;Kreis;Kreis09775;Einwohner;141130
GKV;INKAR;;Kreis;Kreis09776;Einwohner;66854
GKV;INKAR;;Kreis;Kreis09777;Einwohner;114138
GKV;INKAR;;Kreis;Kreis09778;Einwohner;116436
GKV;INKAR;;Kreis;Kreis09779;Einwohner;109608
GKV;INKAR;;Kreis;Kreis09780;Einwohner;127440
GKV;INKAR;;Kreis;Kreis10041;Einwohner;289340
GKV;INKAR;;Kreis;Kreis10042;Einwohner;91543
GKV;INKAR;;Kreis;Kreis10043;Einwohner;118249
GKV;INKAR;;Kreis;Kreis10044;Einwohner;173949
GKV;INKAR;;Kreis;Kreis10045;Einwohner;127683
GKV;INKAR;;Kreis;Kreis10046;Einwohner;78603
GKV;INKAR;;Kreis;Kreis11000;Einwohner;2990011
GKV;INKAR;;Kreis;Kreis12051;Einwohner;65866
GKV;INKAR;;Kreis;Kreis12052;Einwohner;92352
GKV;INKAR;;Kreis;Kreis12053;Einwohner;53798
GKV;INKAR;;Kreis;Kreis12054;Einwohner;149725
GKV;INKAR;;Kreis;Kreis12060;Einwohner;161117
GKV;INKAR;;Kreis;Kreis12061;Einwohner;149099
GKV;INKAR;;Kreis;Kreis12062;Einwohner;98436
GKV;INKAR;;Kreis;Kreis12063;Einwohner;142683
GKV;INKAR;;Kreis;Kreis12064;Einwohner;174019
GKV;INKAR;;Kreis;Kreis12065;Einwohner;188247
GKV;INKAR;;Kreis;Kreis12066;Einwohner;105563
GKV;INKAR;;Kreis;Kreis12067;Einwohner;163988
GKV;INKAR;;Kreis;Kreis12068;Einwohner;91748
GKV;INKAR;;Kreis;Kreis12069;Einwohner;190573
GKV;INKAR;;Kreis;Kreis12070;Einwohner;72321
GKV;INKAR;;Kreis;Kreis12071;Einwohner;110252
GKV;INKAR;;Kreis;Kreis12072;Einwohner;148779
GKV;INKAR;;Kreis;Kreis12073;Einwohner;112502
GKV;INKAR;;Kreis;Kreis13003;Einwohner;191500
GKV;INKAR;;Kreis;Kreis13004;Einwohner;86212
GKV;INKAR;;Kreis;Kreis13071;Einwohner;247022
GKV;INKAR;;Kreis;Kreis13072;Einwohner;198206
GKV;INKAR;;Kreis;Kreis13073;Einwohner;210024
GKV;INKAR;;Kreis;Kreis13074;Einwohner;146159
GKV;INKAR;;Kreis;Kreis13075;Einwohner;224216
GKV;INKAR;;Kreis;Kreis13076;Einwohner;199534
GKV;INKAR;;Kreis;Kreis14511;Einwohner;230580
GKV;INKAR;;Kreis;Kreis14521;Einwohner;334701
GKV;INKAR;;Kreis;Kreis14522;Einwohner;299719
GKV;INKAR;;Kreis;Kreis14523;Einwohner;222909
GKV;INKAR;;Kreis;Kreis14524;Einwohner;311600
GKV;INKAR;;Kreis;Kreis14612;Einwohner;505662
GKV;INKAR;;Kreis;Kreis14625;Einwohner;293773
GKV;INKAR;;Kreis;Kreis14626;Einwohner;249774
GKV;INKAR;;Kreis;Kreis14627;Einwohner;232194
GKV;INKAR;;Kreis;Kreis14628;Einwohner;234312
GKV;INKAR;;Kreis;Kreis14713;Einwohner;506432
GKV;INKAR;;Kreis;Kreis14729;Einwohner;245418
GKV;INKAR;;Kreis;Kreis14730;Einwohner;188016
GKV;INKAR;;Kreis;Kreis15001;Einwohner;80891
GKV;INKAR;;Kreis;Kreis15002;Einwohner;224018
GKV;INKAR;;Kreis;Kreis15003;Einwohner;223492
GKV;INKAR;;Kreis;Kreis15081;Einwohner;83499
GKV;INKAR;;Kreis;Kreis15082;Einwohner;161391
GKV;INKAR;;Kreis;Kreis15083;Einwohner;167319
GKV;INKAR;;Kreis;Kreis15084;Einwohner;178928
GKV;INKAR;;Kreis;Kreis15085;Einwohner;213839
GKV;INKAR;;Kreis;Kreis15086;Einwohner;88732
GKV;INKAR;;Kreis;Kreis15087;Einwohner;138578
GKV;INKAR;;Kreis;Kreis15088;Einwohner;181573
GKV;INKAR;;Kreis;Kreis15089;Einwohner;192239
GKV;INKAR;;Kreis;Kreis15090;Einwohner;111708
GKV;INKAR;;Kreis;Kreis15091;Einwohner;125220
GKV;INKAR;;Kreis;Kreis16051;Einwohner;194516
GKV;INKAR;;Kreis;Kreis16052;Einwohner;90172
GKV;INKAR;;Kreis;Kreis16053;Einwohner;102232
GKV;INKAR;;Kreis;Kreis16054;Einwohner;33861
GKV;INKAR;;Kreis;Kreis16055;Einwohner;60112
GKV;INKAR;;Kreis;Kreis16056;Einwohner;39464
GKV;INKAR;;Kreis;Kreis16061;Einwohner;95844
GKV;INKAR;;Kreis;Kreis16062;Einwohner;81061
GKV;INKAR;;Kreis;Kreis16063;Einwohner;119895
GKV;INKAR;;Kreis;Kreis16064;Einwohner;98971
GKV;INKAR;;Kreis;Kreis16065;Einwohner;73728
GKV;INKAR;;Kreis;Kreis16066;Einwohner;119222
GKV;INKAR;;Kreis;Kreis16067;Einwohner;128318
GKV;INKAR;;Kreis;Kreis16068;Einwohner;67250
GKV;INKAR;;Kreis;Kreis16069;Einwohner;61742
GKV;INKAR;;Kreis;Kreis16070;Einwohner;103446
GKV;INKAR;;Kreis;Kreis16071;Einwohner;77571
GKV;INKAR;;Kreis;Kreis16072;Einwohner;54356
GKV;INKAR;;Kreis;Kreis16073;Einwohner;104727
GKV;INKAR;;Kreis;Kreis16074;Einwohner;79752
GKV;INKAR;;Kreis;Kreis16075;Einwohner;79422
GKV;INKAR;;Kreis;Kreis16076;Einwohner;96999
GKV;INKAR;;Kreis;Kreis16077;Einwohner;88870
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR1;VJ;490311
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR2;VJ;210897
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR3;VJ;41630
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR4;VJ;56276
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR5;VJ;128207
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR6;VJ;102396
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR7;VJ;25077
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR8;VJ;155333
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR9;VJ;13254
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR10;VJ;792
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR11;VJ;167698
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR12;VJ;181002
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR13;VJ;26545
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR14;VJ;71152
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR15;VJ;41541
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR16;VJ;1345616
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR17;VJ;974583
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR18;VJ;299691
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR19;VJ;13123
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR20;VJ;60418
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR21;VJ;121546
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR22;VJ;31676
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR23;VJ;320210
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR24;VJ;83194
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR25;VJ;540579
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR26;VJ;186634
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR27;VJ;360042
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR28;VJ;50628
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR29;VJ;198844
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR30;VJ;792503
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR31;VJ;795528
GKV;BVA_Krankheitsauswahl;;Morbi_Krankheiten;KNR32;VJ;835475
